address,balance,total_received,total_sent,n_tx,final_balance,unconfirmed_balance,final_n_tx,num_txrefs,total_confirmations,avg_tx_value,label,category
14ZU5PFA4g46SiEGRQWoXRWPjGjxyjZiB4,0,18253011,18253011,8,0,0,8,8,2935422,4563252.75,1,gambling
14zuM64o6BfBd4oDDcieFSGF6XvhqY3t17,0,118499108,118499108,95,0,0,95,98,59890180,2418349.1428571427,1,gambling
14ZWha8552u71wysZVQh2nn431DXzTYsNc,546,1638,1092,5,546,0,5,5,1908043,546.0,0,exchange
1517zaPD1SmJBmKGynw3j7U5w29CEFmSEj,0,8627500,8627500,2,0,0,2,2,1005456,8627500.0,0,coinjoin-like
151d1vBsMu7VZHp6yhBrjPARkQFhygVN4T,0,41267120,41267120,85,0,0,85,86,29829226,959700.4651162791,1,gambling
151GavpdKCJRt9b8KaQTNVkJ8C1bRD1G7G,0,671638963,671638963,30,0,0,30,34,12279843,39508174.294117644,0,exchange
151oyjEodyhCKg15Fm3jRUdtjkm2EZAxwT,0,146887912,146887912,46,0,0,46,46,18085050,6386430.956521739,0,exchange
151rJPCCMajf1cvrEjkyfNZUf35WRdXfjB,0,192685194,192685194,5,0,0,5,6,2274181,64228398.0,0,exchange
151ZuHDT9rusB4FU9QX48omsWWRrB3YD4b,0,2000000,2000000,2,0,0,2,2,1005450,2000000.0,0,coinjoin-like
1528oXycNJMrkGohTqA4Fwv4TVJj4oUpzh,0,887931347,887931347,142,0,0,142,182,80674028,9757487.32967033,0,coinjoin-like
152DGJDW1qDLQA9dDQo8emM5zuyLjgdj8q,0,47480000,47480000,23,0,0,23,28,15976492,3391428.5714285714,1,gambling
152f1muMCNa7goXYhYAQC61hxEgGacmncB,1725,35639572886451,35639572884726,20397,1725,0,20397,202,74969612,1397376061.1881187,0,mining_pool
152VQjkbSAaNbCbCLXUUdzdxj7jewmdUFf,0,9302597,9302597,12,0,0,12,14,5716790,1328942.4285714286,0,exchange
152x1tegzRdtMu6ydWwBpGErsRHCFPL1q8,0,510658613,510658613,90,0,0,90,94,54407417,10865076.872340426,0,coinjoin-like
153bmYHJNfrJ4FHF2uJWAJ1cxkYMGHtfer,0,34844440000,34844440000,47,0,0,47,88,62277705,791919090.9090909,0,coinjoin-like
153LjJQZsdUeHjnn66oWtQTWf5SRxk9JuH,0,801067,801067,2,0,0,2,2,761169,801067.0,0,miner
153R3EUSznSBLz4PkAevAg7A8j4PqU2AeD,0,477515245,477515245,122,0,0,122,122,74943449,7828118.770491803,1,gambling
153TW2SXDksbUP2Dkm2us6pGBVtyUWByxh,0,2192596,2192596,6,0,0,6,6,2376381,730865.3333333334,0,exchange
1545LBUF2CZCkwbrUuaedgNskcXtdbhsYV,896226851,1436970055,540743204,20,896226851,0,20,21,7086652,94176821.85714285,1,gambling
154A9EWvx7pv9QcVgzjJMBnFsWkVJyf8Cj,0,25860331,25860331,2,0,0,2,2,761154,25860331.0,0,miner
154pbX1QQELwZTpqLLEbsukTA8jgu35YTs,0,40000000,40000000,2,0,0,2,2,760209,40000000.0,0,miner
154RR36Aa4FyCZZomY9Pd2La6tPDcRxV9z,0,12115015439,12115015439,106,0,0,106,106,54850034,228585196.96226415,0,coinjoin-like
155dsGFWwumzeVPq3YYjJomiekPGQ3hQFj,0,46230895,46230895,2,0,0,2,2,760980,46230895.0,0,miner
155fzsEBHy9Ri2bMQ8uuuR3tv1YzcDywd4,6401,4599970387838,4599970381437,6263,6401,0,6263,200,60545462,1122848750.395,0,mining_pool
155Jj63jcXnxm6cm6AsNwsEyzTy4k7mF8b,0,12713072,12713072,10,0,0,10,10,4031665,2542614.4,0,exchange
155KQkcRS2ZkjskBLouZCbF4wFJvqfBWo2,0,7837780560,7837780560,338,0,0,338,200,67948715,19113139.76,0,exchange
155uaxZhbV6HEvc8aLjS9ktkNAxnerDBc3,0,17500000,17500000,8,0,0,8,8,3044367,4375000.0,0,exchange
155y7YszxcoRhzHXJmphwBQ2w5aWUsYQ3Z,0,22632494,22632494,2,0,0,2,2,1005436,22632494.0,0,coinjoin-like
155yF47tibYvn17JUAxSyM35BSrPrZNtH8,0,3916585007,3916585007,193,0,0,193,200,115308371,35854850.07,1,gambling
1562k2H4iHqwqn3DEkjJk4qpnckWLffHpZ,0,2500240449,2500240449,262,0,0,262,201,102553921,13573261.184079602,1,gambling
1569sRHRmnXQcroBVN9xLY5ygPwVw6fa6p,0,22572386,22572386,4,0,0,4,4,2011648,11286193.0,0,coinjoin-like
156o48VfNNxyvNoLNkZ3SKRH9EAhY8VtAo,0,1860974993,1860974993,209,0,0,209,201,75812469,13908909.631840795,0,services
156qcbWsJ5ggAC2M7pGDs23FJKXg7KCLBi,0,220200,220200,2,0,0,2,2,762154,220200.0,0,services
156se6JraCpVedAjcVz2JfH8X2z1WffoFM,0,22012000,22012000,2,0,0,2,2,1005486,22012000.0,0,coinjoin-like
156STYKxdMjg3XJpbNcRswAAn1JHAKNFzf,0,496694,496694,4,0,0,4,4,1611311,248347.0,0,exchange
156uSmsbferhyY9HJZizAC4MdmW7GRxXWL,0,9058657,9058657,4,0,0,4,4,2033313,4529328.5,0,services
157hCDeu4hMxmABcfqXWLj72Z7cq8u17dV,0,21049000,21049000,4,0,0,4,4,2011599,10524500.0,0,coinjoin-like
157iUTCcT7UxPa9TtMKqt1hZgRLVEzBKb7,0,11752769,11752769,20,0,0,20,20,7761886,1175276.9,0,miner
157PmwwKJ1MXtYLVtSxfXw1Y9qmzcZXELL,0,159127358,159127358,78,0,0,78,78,31664597,4080188.6666666665,0,miner
157UyFmhntLBF8s6VUWFay6rYBMTmByvkp,0,1350600,1350600,2,0,0,2,2,761731,1350600.0,0,services
158APGBb9fDGt1AEw5UgY9c2KoxGCLveKZ,0,13664732572,13664732572,279,0,0,279,200,116886573,110860669.88,0,coinjoin-like
158XdtYj13n2APTX8J4TmPEypX8YLKH7mv,0,222837376,222837376,8,0,0,8,8,3064521,55709344.0,0,exchange
1596xzBBuwyA9BurroFfpvoEs9um52dCWF,0,352473935,352473935,93,0,0,93,110,40177043,6408617.0,0,coinjoin-like
159biuVQjr2RVREUJr2giUbzSEiHxAsS84,0,130780062,130780062,30,0,0,30,30,11410217,8718670.8,0,miner
159ikAFw7riBp1ocJiYFeNvSsQ7Mz5V88f,0,127387175,127387175,8,0,0,8,8,3089513,31846793.75,0,miner
159MREKeHDNkTnWgaPuxff6F3fVN5wnns9,0,1838998783,1838998783,185,0,0,185,200,121193439,17891882.57,1,gambling
159vbCz3Xd3oLD8WvMbqh1ojUBkx8BPTth,0,548589095280,548589095280,1770,0,0,1770,200,74117125,1037769675.46,0,exchange
15A5RXPXJz5WKpNWLPDHJirEsgbhE9KC86,0,762380121,762380121,98,0,0,98,100,49719881,15247602.42,1,gambling
15AgCG6aP3Doy6DmUdFhy24X3poKysbkRR,0,176106441,176106441,10,0,0,10,10,3837254,35221288.2,0,miner
15aq8A5DEGW4qfq9rwsKymTdPV4qmao5Uz,0,7035133,7035133,4,0,0,4,4,1518224,3517566.5,0,miner
15AXBoVjVwtiZSPz3dGYpVNydiUpsY9aL8,0,45049308,45049308,24,0,0,24,24,9439524,3754109.0,0,miner
15b2c91zMa7sGGf3UxvZH5baFwtRzf23Vp,0,380322700,380322700,11,0,0,11,20,11213924,184577220.8,0,coinjoin-like
15B39oK9NX4K2nkhe5aHCvzdyD5AQtS3oK,0,568755971,568755971,89,0,0,89,90,34018845,12639021.577777777,0,miner
15bHdbH99qhgMR6uiosbEttKehuXjrbsUe,0,61133000,61133000,10,0,0,10,10,4040346,12226600.0,0,miner
15BmRnpyq9QGvKXLvq1iu3LaZgAho4iHy8,0,1306029,1306029,16,0,0,16,16,6100690,163253.625,0,miner
15BomCARsZYb8mrRX3BtwE4QNBi99D9Gje,0,433778402,433778402,520,0,0,520,200,45548039,1215170.22,0,exchange
15bp7DwtBkscgC6fZUzAokva1x3Yx2zZ2k,0,47147712,47147712,12,0,0,12,12,4574612,7857952.0,0,exchange
15bQQj598kMhFHdjWd7xWVCV2WV2BTL8FJ,0,284057047,284057047,382,0,0,382,200,74247467,1280505.885,0,exchange
15BvY4YS1LwFwmwt9gPuixxpCkBcpevCS4,0,41178975,41178975,10,0,0,10,10,3422008,8235795.0,1,gambling
15Bx1WPCFY7XQGZV2UapGBWqCZ6GoVAwjB,0,10000000,10000000,2,0,0,2,2,761164,10000000.0,0,miner
15bxrZorC5RvNW94LraUdwGaf72LioXCC8,0,2263180445,2263180445,316,0,0,316,200,115696799,12881204.45,1,gambling
15bz2EPfZy8DP5Fec6g8f5JCshqYEattSM,0,1075800,1075800,2,0,0,2,2,761481,1075800.0,0,services
15c4m5CAkT9CtAV6bDkiTrhg3ecvrfEnpe,0,12172871,12172871,9,0,0,9,10,3738715,2434574.2,0,miner
15ceHXvYYagCMVyGbyMHAjW3X3mdBmbs6D,0,65797223,65797223,330,0,0,330,200,69647474,269163.17,0,exchange
15Cm6g8pC5LjCBTRcNvKvJq2gwA7vJ8GbS,0,354550000,354550000,8,0,0,8,8,3070708,88637500.0,0,exchange
15cmCzqijLw6Mtm9TULXUnsTuF3d6g9MWa,0,513735197,513735197,24,0,0,24,24,9038380,42811266.416666664,0,exchange
15cpjqNXh8dqkHGtPWG9uYm5TH9dT22r7j,0,3305107663,3305107663,113,0,0,113,116,42574989,56984614.87931035,0,miner
15CvYgtzV51m1bNd3MrShcnHapra4ma6XC,0,771470000,771470000,4,0,0,4,4,2011327,385735000.0,0,coinjoin-like
15CzSHQ8wfu99SSQSkNDW3hcyYifHMDiUm,0,3065887465,3065887465,596,0,0,596,200,117437331,7031669.98,0,coinjoin-like
15dd9PzWKQPnwMUrUoS8covAUidMWcY5C7,0,121566627,121566627,14,0,0,14,14,5393666,17366661.0,0,miner
15DvTrWQebG2SdrYRUa1bzjct5L9Uq1wge,0,45130072,45130072,22,0,0,22,22,8366578,4102733.8181818184,0,miner
15E1qEbNj9WY1eMC1gAFcj1dQVNzw5ivs9,0,53488418,53488418,547,0,0,547,200,53825245,141695.19,0,miner
15E4m7HSr7cvj8iBgihgFk4E9bpoCCyg3w,0,24756471,24756471,28,0,0,28,28,11047572,1768319.357142857,0,miner
15e4szSpw33yU45qMiUowY4awUXKwVgrgJ,546,1638,1092,5,546,0,5,5,1730105,546.0,0,exchange
15e8CDwZxCofGJ9E6BdjAH88ESidUn3TH9,10000,23050000,23040000,5,10000,0,5,5,2778896,9218000.0,0,services
15eboT1W6CRhCLSwPSpNV8hA7fYjewX4YG,0,21054282,21054282,18,0,0,18,18,6662354,2339364.6666666665,0,miner
15ecyGJabP3T7ae5UaF2MJ968pc9LSxJC9,0,488903931,488903931,175,0,0,175,200,113066517,4839378.22,1,gambling
15eDRuLunMqL5xh49m2VMNGdV8PySmZtEo,0,470834453,470834453,740,0,0,740,200,69789053,902616.145,0,services
15edYmyENG7G9WXcehfsDyz9sUn9ucSsrQ,0,39566866,39566866,158,0,0,158,162,57778850,488479.8271604938,0,coinjoin-like
15eeFAsb4YTFMSymc7hwsPfA294baZ1VE1,0,2730,2730,2,0,0,2,2,761173,2730.0,0,exchange
15Ei9NNdaaNx6omDrBVPdMQFLapjKub7s9,0,4070275238,4070275238,216,0,0,216,200,117841425,35092970.53,0,coinjoin-like
15ejDag6hdvmLhBBRP7Ga8ZWoo62HG37pb,0,1591128,1591128,2,0,0,2,2,761906,1591128.0,0,services
15Ejp2Spzz8WywbTmTfsPricmyfCyAViFn,0,85813841,85813841,20,0,0,20,20,6785809,8581384.1,0,exchange
15ek7z3vpds1Nu8Cqka9S1UpytdvaWGwmh,0,273600,273600,2,0,0,2,2,761511,273600.0,0,services
15EmwiyWtHBvCGXfFzwP5fEH41GLtavrGA,0,47330283,47330283,6,0,0,6,6,3016984,15776761.0,0,coinjoin-like
15EnnDB4vc1hyJjAjNAkpmzfWSkXzFYRsV,0,23341679,23341679,204,0,0,204,200,73684631,229616.79,0,services
15eUjEoQ2ANebHbeDbH8pCxQHAATMTVCR9,0,293227755,293227755,66,0,0,66,68,19710676,8624345.735294119,0,miner
15EvgfEtJprcVQz1xa9B7rkyD7S6EYEoKk,0,15824383,15824383,24,0,0,24,24,8792884,1318698.5833333333,0,miner
15EWpGFHtHBiiMMA21eEZNP4fUhja2CP1f,0,185789999,185789999,56,0,0,56,56,20320243,6635357.107142857,0,exchange
15eXsoVpKDwv4QMdCeDeABvV1EAFrtaJG3,0,36989382,36989382,10,0,0,10,10,3739642,7397876.4,0,miner
15EyiCgCfp4ERNDNzS7VmJe44KK2TPxqBR,0,512662562,512662562,336,0,0,336,200,70518710,3051740.12,0,exchange
15F8LCcicKfwUsLQv8VotFS5cogDwMwy92,0,524800,524800,2,0,0,2,2,761195,524800.0,0,services
15FaebZ1LkRwSekceqmDoVJSuK8R7MfBoC,0,118842619,118842619,86,0,0,86,90,34135373,2640947.0888888887,0,miner
15FD4PPWnQdycKhECHifXYw2gWMPPwHmue,0,4141461,4141461,4,0,0,4,4,1591372,2070730.5,0,exchange
15fdWJnzu1n1UqYjafBDhnzfgSuSRWNN4V,0,6042758661,6042758661,67,0,0,67,70,26728615,172650247.45714286,0,miner
15fEraA56wvb38SRcnPoZR9Qm4f2ySpxYe,0,268913103,268913103,22,0,0,22,22,8647346,24446645.727272727,0,exchange
15fjoMEw49Xh9BEZiHUSS7UrByXDaAsAHx,0,439482540,439482540,23,0,0,23,24,8583856,36623545.0,0,miner
15fk2ASH8x83DeAzFnBJtPi4kFhiLj2yui,0,3785617006,3785617006,3466,0,0,3466,300,167585912,770810.9633333334,1,gambling
15fQF2kqWUmDeF8pxsmdHVLsLxJbFJtVPv,0,383260946,383260946,16,0,0,16,16,6241198,47907618.25,0,exchange
15FSTaRAdEHxZgEEXdcDB6P9QgvRQWRYcu,0,1465040,1465040,7,0,0,7,8,3047087,366260.0,0,miner
15G24Rvtz6XcN7pweRmMPT4NQZZpVBgxS4,0,21280115,21280115,242,0,0,242,200,74846741,144865.4,0,services
15G89SBGCVo2J2GzNKNijUs14NxnAndLNX,0,857887,857887,6,0,0,6,6,2336222,285962.3333333333,0,miner
15GbHSSHCHpg62p1f4nTQU4grptLTpxMQo,0,537050,537050,2,0,0,2,2,761621,537050.0,0,services
15GkaQNU7eHTJinRCBdaA7XUuUnEV1DgCk,0,233449460229,233449460229,139,0,0,139,186,104814390,2510209249.774194,0,mining_pool
15Gtjf9x3oukMBiMnCbTWSQqBu18zgVBGH,0,33494466,33494466,98,0,0,98,112,43611459,598115.4642857143,0,services
15Gu97QXSa3Af8UZWm781M4bYjVbrD84eA,0,2507397,2507397,4,0,0,4,4,1557011,1253698.5,0,miner
15gXsNqxkvi9uqwQsyynHxM9K7hMkRSqz3,0,98734861,98734861,112,0,0,112,132,50738601,1495982.7424242424,0,miner
15gzA1PWbjcHAvm6V5fLQSeobka9j9SAYF,9615385,123670653,114055268,5,9615385,0,5,5,2774531,47545184.2,0,services
15h1o8n9aX8rUhWgpLaRavajP2MsWYqwB3,0,38397912,38397912,35,0,0,35,36,12609245,2133217.3333333335,0,miner
15h6ikq5VN58g9nMi46WMTJkwba8gHS2vV,0,132633474,132633474,24,0,0,24,24,9185674,11052789.5,0,miner
15H9WjxNXSzRwCdS8PCap3hdy4YXQjfpr7,0,13770311,13770311,2,0,0,2,2,1005468,13770311.0,0,coinjoin-like
15HBZSE9cLGpjHtdUGadGSY1ty4qG157b3,0,33944289,33944289,4,0,0,4,4,1522338,16972144.5,0,miner
15HC67wvDc6Nqckvu48hDoZYd4XU1YkDZT,0,41574943,41574943,3,0,0,3,4,2011342,20787471.5,0,coinjoin-like
15HCzh8AoKRnTWMtmgAsT9TKUPrQ6oh9HQ,0,6812076028386,6812076028386,3380,0,0,3380,215,102597908,1256607026.1069767,0,mining_pool
15HfiKruGTRQbzE4yjYQWWWcF3DF3HTCip,0,35312857,35312857,163,0,0,163,182,70288749,388053.37362637365,0,miner
15HFUDsBeFrWUY1KKgjzrLkYH51QpMy8bM,0,47620000,47620000,1306,0,0,1306,200,70963011,56400.0,0,miner
15HMtY2DZuH25oSmCAPTFTFaRKbz7Mx91u,0,97078077,97078077,379,0,0,379,200,74069516,514081.13,0,miner
15HrCnFrnap19zBNYbfUWxaeuEZoN2rDgk,0,154505393,154505393,20,0,0,20,20,7692254,15450539.3,0,exchange
15hsz2x1iY5dXvBLXCDzoGpcJ59BpyGTDa,0,3964212,3964212,2,0,0,2,2,761197,3964212.0,0,miner
15hu2ZVGVhcGtsdGiEio7C2rUdDUuyMtXq,0,42151767,42151767,328,0,0,328,200,66006327,304563.01,0,miner
15HuGxCLtgUm4EkCYpdhroLiSt4HtwHdcu,0,101958287,101958287,18,0,0,18,18,7039142,11328698.555555556,0,exchange
15hZo812Lx266Dot6T52krxpnhrNiaqHya,113899,873483575691,873483461792,938,113899,0,938,200,84828366,1295373493.97,0,mining_pool
15idb3Y7Y3Z8jnHduULJx9etGoe1gJtKrB,0,63055335,63055335,8,0,0,8,8,3093556,15763833.75,0,exchange
15iQVh3JQmGwzKcyvWQTcFvtkFadBbk665,0,34003888,34003888,2,0,0,2,2,1005501,34003888.0,0,coinjoin-like
15J7R75o6RfP4QMTSHzsPHj3y3tyZmRKwC,0,799995536,799995536,202,0,0,202,203,93234013,5988056.049261084,1,gambling
15jA6XCSD6vB5EcWGBByXBeh5BTdE2tX35,0,1547846,1547846,2,0,0,2,2,761182,1547846.0,0,miner
15jcE6hajTjDwQLnBddtYED34FQhVM4fAz,0,586778822,586778822,44,0,0,44,44,13862041,26671764.636363637,0,miner
15jGkMDiwgddCMAFNAmhVxPZairHiZt4DY,0,1766201628,1766201628,168,0,0,168,168,85876395,21026209.85714286,1,gambling
15JHV7bkSVzBoy55mnv3vjUc8rofySC6Z6,0,144974554,144974554,30,0,0,30,34,19343666,8527914.94117647,1,gambling
15jPCdzhCt5adnxqCZLNZZZXU61b5iqxUg,0,2914970,2914970,2,0,0,2,2,761076,2914970.0,0,miner
15JqiyNPbDL7bXYdb3aRfvdfrkMz39pmWR,0,650740544,650740544,60,0,0,60,96,41820131,13557094.666666666,0,coinjoin-like
15JtYVy8bAcJXmtQDSnfDan5eZ35uNeknJ,0,175835603930,175835603930,119,0,0,119,142,79280930,2476557801.830986,0,mining_pool
15JUAB4cNmAdy54Wwh1YZf7XntQsGsv6ut,0,10369687,10369687,10,0,0,10,10,3979306,2073937.4,0,exchange
15JZypMDQeLpikVbXkRAD3dg9NKoV1Df7K,0,10840000,10840000,4,0,0,4,4,2042700,5420000.0,0,services
15k2xcm5LqqVJZf61pEjeUEfb3RLWYjVc1,0,21966852,21966852,6,0,0,6,6,3177570,7322284.0,0,services
15KdSWgmTjJwL6xxvdcx5KvwP7XiFAXiL3,0,76698051,76698051,5,0,0,5,6,3035575,25566017.0,0,services
15kdVAG4wycHuutFf6DqimRwGcZpBfTM6a,0,10792459,10792459,13,0,0,13,22,8325568,981132.6363636364,0,miner
15ke86NncjLh4kS6GEeSzToQXLAv48MtqH,0,6132441042863,6132441042863,903,0,0,903,200,34124821,12142980122.305,0,exchange
15KmbFE5xzERdsrZ4fT2jAnydbacGLnX9D,0,54900000,54900000,4,0,0,4,4,1564890,27450000.0,0,miner
15kotkkbmjuRKzBMN3rpxK4e11tzUZ8G62,0,4554736925,4554736925,535,0,0,535,200,111026248,16255523.25,0,coinjoin-like
15kqkM9xrj6kuxL9zjYXg8h6y7p9wpSgjg,0,7379501560,7379501560,109,0,0,109,112,42592935,131776813.57142857,0,exchange
15LiUJTHVEWqAkNvGfvrGCoYzRXHDMT7B8,547,452550690576,452550690029,5701,547,0,5701,200,38991029,12774683.53,0,exchange
15LJmGC6j9YvcZKYPVd1PFdmTiLe8ZbWH2,0,309183727,309183727,18,0,0,18,18,6318851,34353747.44444445,0,miner
15LLNT9zx18rtYa4HpfnHkM3PEC6issF3Z,0,10290683,10290683,2,0,0,2,2,761181,10290683.0,0,miner
15LMYgnW9ParEVQbMU8ieJxetMWWCk7KWt,0,104568,104568,12,0,0,12,12,4405405,17428.0,0,miner
15LndTMdDShaLUtQhUY7YBfcn522xBULnQ,0,2414085394,2414085394,77,0,0,77,116,53969531,41622161.96551724,0,coinjoin-like
15m8gp5tS8p7pSyavLDURGzFUUpp4gFoeD,0,31453192,31453192,8,0,0,8,8,3045732,7863298.0,0,miner
15ma5SqeUwdzawVn2n9pkzbAUf6p99fRkz,0,62261550,62261550,32,0,0,32,32,12176839,3891346.875,0,miner
15MiLk2SHFShBuPHR4VDDkNPdsfWAANYQq,0,750187848,750187848,166,0,0,166,168,86173641,8930807.714285715,1,gambling
15MoA3cZF3BifSvCK9A2rc18e1c4ePBEkz,0,17222760,17222760,2,0,0,2,2,761188,17222760.0,0,miner
15mRKtfSHVjUnEV8rQvFbwwwsixRM8Wgsw,0,551500000,551500000,83,0,0,83,86,54883440,12825581.395348838,1,gambling
15ndfavKWAPouL2gGPcWWEwxdE7KFGsonh,0,14136103017,14136103017,154,0,0,154,154,88567671,183585753.46753246,0,coinjoin-like
15NJwhdAEoRYmB2JCe2568Sdso3hvXHmR8,0,2060000,2060000,4,0,0,4,4,2011347,1030000.0,0,coinjoin-like
15nKPJXCXzXQc6cnDjNUanWezNnAuEqKon,0,22658887,22658887,44,0,0,44,44,16635628,1029949.4090909091,0,miner
15nnkZGC7BDfbBXyec4BSN7n5Ugsfp9Hxy,0,231232641,231232641,150,0,0,150,152,91428191,3042534.75,1,gambling
15nR72Un8s8LNVM7a5WSHniABKG3TTZRo1,100003,979417,879414,16,100003,0,16,17,8503431,109343.0,1,gambling
15NsNPacDyfxZhe8r75k83Fw3Q24TNS1PV,0,127044932,127044932,4,0,0,4,4,1505535,63522466.0,0,miner
15o59Txapa9gptQjugLhzSXJPFy1vxXWGc,0,88318015,88318015,96,0,0,96,96,35963799,1839958.6458333333,0,miner
15ofj41FxqJhpnn6VXNpvJPo7BDDCpX3Jp,0,550545226475,550545226475,2612,0,0,2612,200,64359546,7903001.68,0,services
15omrnQPcjCskzBBX5eDWuUB7jtKRDP11i,0,1449549392,1449549392,73,0,0,73,116,54625190,24992230.896551725,0,coinjoin-like
15P2VfDUUpjp6rL3jgLK83CCgcy2hNgPP7,0,242809439,242809439,318,0,0,318,200,73452835,1185617.315,0,services
15p85HHPhoyV8EVrEAcGad1hNHt4EBDTS8,0,9635735,9635735,12,0,0,12,12,4723237,1605955.8333333333,0,miner
15pJsZyFt7wuqQhiP2mhjaM5yN8TjpDm48,0,177439630,177439630,1264,0,0,1264,204,72348841,320230.9754901961,0,services
15pk6UWRg3NQDXHg3hGYo2uJUBQedkwNPh,0,485873911,485873911,41,0,0,41,42,16016153,23136852.904761903,0,miner
15PKGLDFhGyVPWQKC4e5XjZ9XBT1Mt8AVj,0,9761339,9761339,35,0,0,35,38,14569352,513754.6842105263,0,miner
15PkVVTcSz8dy1d3CtvJ8p7sGShYXXp5fS,0,3816159,3816159,30,0,0,30,30,11833140,254410.6,0,services
15PRhJ5wW2BUgzSxjb8tnbSZUWdaW4Wv9A,0,382000,382000,2,0,0,2,2,761347,382000.0,0,services
15pWHTB2X8NoXfE5uLmZ46juC2qzK258U3,0,462586,462586,2,0,0,2,2,761174,462586.0,0,services
15Q21MvfhbfFQYmhAGfknSZ9RYcStypFvU,0,2093426056,2093426056,42,0,0,42,42,15078450,99686955.04761904,0,services
15Q9EpdDQSdrv6eZpCst6HraoayqHZSr5F,0,9357014,9357014,10,0,0,10,10,3532177,1871402.8,0,miner
15q9nVVe667NmRvbjuEDaAQJRbYPwQvSmJ,0,1137704795,1137704795,116,0,0,116,120,53169113,18961746.583333332,0,exchange
15qc5HVCR1ZwrwDW98vV852H8bk51wNZG8,0,1000435,1000435,5,0,0,5,6,2766184,333478.3333333333,1,gambling
15QcysJaxE6UAkiKDG7MnwiQHtTC8cPwZo,0,4102428,4102428,8,0,0,8,8,3038330,1025607.0,0,miner
15qkGRGoewdD7YNUo1PW8XCCQDYPKSrZxs,0,7491666061,7491666061,2,0,0,2,2,761183,7491666061.0,0,services
15QRH7ASeH3JxzhBF2arsFw4Rt5TAEKctm,485100000,865480000,380380000,5,485100000,0,5,5,2763914,249172000.0,0,services
15QsWTKu42cR3opP43vNAtmbK9zXR96D1E,50000,71568441,71518441,26,50000,0,26,31,15640342,4615705.870967742,1,gambling
15QUhyyQcADCuGub9MDqRwWvqzFn6bopeG,0,496902723,496902723,19,0,0,19,20,7170872,49690272.3,0,exchange
15QvBogCSrD2RwAtcqh1UmQ5289dhEHDbh,3276,17605978,17602702,32,3276,0,32,32,11959274,1100271.25,0,exchange
15qXg3oA9LwC563tBuKUdE8ANopFuZN7yz,0,7535664,7535664,150,0,0,150,166,85325930,90791.13253012048,1,gambling
15RdbSQoKp1TcaGsbCDK9bdModM1Nsrad1,0,3551042510,3551042510,100,0,0,100,110,62520372,64564409.27272727,1,gambling
15rickM78ygfkYHHQGEdhA6t1xV23GfAAr,0,120479556,120479556,11,0,0,11,12,4826345,20079926.0,0,exchange
15rJQAUzgdRNNvoHg5Wmzsm19wr8EaesrY,0,49164208,49164208,2,0,0,2,2,1005451,49164208.0,0,coinjoin-like
15rT22xioiS6TahAkRMysoCRzT6S3yBBzY,0,878930001,878930001,298,0,0,298,202,114367269,6150495.049504951,1,gambling
15S7hhZr79h51kDqEYe172LXcUo4CozvSK,0,10845000,10845000,4,0,0,4,4,2011532,5422500.0,0,coinjoin-like
15S7huBpB4hGk6H63GtybaKBMeEKDbYTmp,0,363569543,363569543,102,0,0,102,104,39353870,6991721.980769231,0,exchange
15sbvcC9sDYtER4mGr3zJiFqQk843orwkh,0,3605077334,3605077334,432,0,0,432,200,48518292,10351609.39,0,miner
15SCa33FeHayyJBCVBZKvMhaptN4PFbEEE,0,55690883,55690883,20,0,0,20,20,7408383,5569088.3,0,miner
15SeR7x94Dihf6L8s9MK3hbBfTSf5zwSoS,0,954329,954329,2,0,0,2,2,761199,954329.0,0,miner
15sfEzf1ERPqhxJdFMEhwhq2tuGgia9QtF,0,802809698,802809698,58,0,0,58,104,43923343,15438648.038461538,0,coinjoin-like
15SJeF1k5wztYESFRkThca3WgpNeG7zmzH,0,6283681,6283681,307,0,0,307,200,90908960,52516.54,0,miner
15SnSGXa4odqYyQtD8d67rJmMW9G8RFpZ9,0,22314670,22314670,15,0,0,15,16,5494725,2789333.75,1,gambling
15SRHou5KEaYJ2uvhMBDGJ5tWrxhC41VpP,0,543556179,543556179,32,0,0,32,32,10336152,33972261.1875,0,miner
15sU8Puv5LFGpD2jmLAAGhF3SdTJkGu6YY,0,49781121,49781121,2,0,0,2,2,1005474,49781121.0,0,coinjoin-like
15T1XdfpjDcNCRFbX35uYUQU6oKeUiF3G3,0,10715454341,10715454341,89,0,0,89,94,55734667,227988390.23404256,0,coinjoin-like
15T4dMsZvcvDaap8dMcaaj9JdvmvWbv2Gw,0,50000000,50000000,2,0,0,2,2,761194,50000000.0,0,exchange
15tbriDae4sxnmW8hjQTk2KBavHNubTV8T,0,15000000,15000000,2,0,0,2,2,761173,15000000.0,0,miner
15TDi5GqqqApYLJdKpwzbBFXCJbSaizyMv,0,425719118,425719118,12,0,0,12,14,5384994,60817016.85714286,0,exchange
15tjSbgMBUZND3KAWYp7NVEMHuHeQCvSEo,0,24219671,24219671,2,0,0,2,2,1005465,24219671.0,0,coinjoin-like
15TKH1EHDoUQ8x5NWLzedNBTGSR57ezSbk,0,15569003,15569003,6,0,0,6,6,2281222,5189667.666666667,0,exchange
15tkWgmUTz45zdABsHCXp235Y2ajLaakeY,0,1744011402,1744011402,185,0,0,185,188,77992066,18553312.78723404,0,exchange
15tmK1pV39DSbfogFWoqDaQUwc6aEi4Umw,0,199524780,199524780,37,0,0,37,38,15073965,10501304.210526315,0,exchange
